id,value
7053122286,30836.530845444206
7052663401,3469.3101023542413
7050638170,26066.233731318614
7053054129,186125.04118880388
7052389518,19564.28219575028
7052989581,13970.39931799011
7052330459,11297.129758853713
7051318340,26054.936504571342
7053119949,13232.313249189647
7052651500,9370.188167681907
7053200104,6611.107575049331
7052652296,35288.03877824242
7053209962,10986.54915398547
7053451063,9316.68859854359
7049529088,54534.07533249527
7051738476,26397.14814805655
7052759437,23303.823443076468
7052644595,48030.309751723915
7053527982,24902.050638777244
7052807533,32267.785074284104
7051953440,33854.14312019664
7053200455,7589.980933744006
7053532015,11384.424180268736
7052869490,74712.44048587153
7052758697,14897.143932856843
7052455148,32241.45211334387
7052753917,34271.3362094877
7053294364,22832.641113486046
7052874989,3926.7812866655077
7053179290,18613.378352897427
7053201537,26276.586532009667
7053188134,6474.399532325089
7052874415,65550.767081404
7053131014,24979.56474638977
7053100490,17770.735129253528
7052843907,24206.88979828622
7053449621,28614.47363735176
7052975251,11057.431468624247
7053530420,7877.981425325602
7053201529,14233.417193306148
7050980853,51575.46942640343
7052811247,3658.887248347958
7053507312,14825.114659811468
7052867836,10928.607111170053
7053201940,7786.662271630349
7053141743,12617.951439236616
7053201311,9925.357518130812
7052682192,13836.457212716801
7052776412,8447.834493100589
7053204347,9911.735166806531
7053201782,13679.1015901648
7052916270,19250.470622718236
7053315471,15415.391664747558
7051521647,4814.21343178025
7053195144,19344.53707825728
7052554772,3665.306014111377
7053528595,8538.41523085352
7053170414,15981.077546344963
7052768299,16179.723142520768
7053272690,30341.445462859458
7053079355,58434.575940120325
7053200592,25826.229192985087
7053206214,104360.81265257594
7049677311,40953.608419216594
7052792795,6182.838967678526
7053531791,46605.47632600301
7053200933,29686.50341042718
7052780108,11335.848405818722
7053135423,8881.790968912217
7053208693,38297.081330984576
7053154747,23773.00345378457
7044802715,46475.92490956075
7053082576,21035.618430331117
7053060226,95291.02492578674
7053100183,75744.54147679875
7052659697,10002.104530773855
7053170977,16446.107766627174
7053201414,7684.769835237055
7053457498,16514.70460003834
7053135141,12059.146728507425
7052858852,26245.77990515389
7053263155,22875.713359032598
7052871719,26734.789888947827
7051693841,14608.476744907617
7052901314,11052.855512394568
7052223094,8253.969680246057
7053201818,46126.22388461695
7053386097,35876.790222161326
7053516469,15823.047268350654
7051934669,13279.56902224211
7049513127,4549.393824381873
7051535581,3944.3649453284565
7053285052,6732.369822264116
7053207028,11825.51883328786
7053521206,6268.349012371945
7052304980,97161.09077861343
7052815867,33050.67487181141
7053216626,15344.472118325171
7053362720,7004.99825406126
7052787652,6667.089945976872
7053121986,8664.360896337137
7051229223,23950.551661710575
7053188749,13828.494216913765
7050211678,4830.9122189724985
7053199631,4024.001034567314
7053194155,20216.316278173083
7052554842,4935.849597799847
7053039890,10569.94674902977
7053315777,15488.970812904918
7053047121,35053.53048609218
7049735432,12100.842852597465
7050235279,18707.901007870532
7052914999,20764.362785045996
7053039636,18513.238878638527
7053206578,28096.680082356834
7043960291,47396.09488325156
7052858717,13441.098094119727
7053133586,30586.06814885108
7053207753,6445.747479429947
7051777871,15487.162756602824
7053167813,7231.665767194503
7053002284,29753.598895881787
7051214974,4723.766362683013
7053145882,46953.812289296075
7050714182,44710.465147423994
7051057179,10389.176434751287
7053304053,45519.64685962792
7049412132,18776.122663521943
7053389342,14148.83503673823
7053201843,8974.038720951083
7052765045,8538.055798298661
7053173426,22057.44369578471
7052445577,17170.10438620388
7053458024,50221.201480541844
7053114944,22074.479641822683
7052662888,46192.992119412454
7052655017,12688.895463210678
7053457412,9898.952110093825
7053463666,14631.656005080189
7052974751,12081.36527661813
7053487546,23279.906906568074
7053176049,11543.89570087473
7053251918,38040.211964617534
7053206743,36280.57702181674
7053510793,8347.353803452977
7053079397,50446.03698774299
7053532447,24472.916754912854
7052940567,24530.997854517205
7053204649,34540.50020573106
7053203851,19493.346688602174
7053528345,16098.158206725442
7052855361,7077.603993661815
7053210252,4047.4924893138846
7053198006,10585.27291093888
7053399470,18844.435678752816
7052650576,47568.49125883849
7053162281,17061.049722526233
7053157450,51529.93005129164
7049437881,96232.90978396537
7051749910,17138.767303482302
7053170551,7150.749811456183
7053200544,12775.551573843133
7053489352,9866.616943200046
7053064364,7386.240200717092
7052581039,10610.051075036872
7053132213,9887.924943945969
7052456995,27542.878792374388
7052787561,36218.01332403206
7053499127,14439.139061131767
7052762406,43985.185642309676
7049997964,17836.361021626668
7053208004,16756.85730644515
7053318457,17698.773817414614
7053416436,34086.764296960595
7051801016,15035.414833028753
7051337490,99737.26806277371
7052917523,8952.208429175107
7050610802,35386.844886567334
7053191902,11818.300532057598
7053539753,8239.246871074989
7052771550,37093.888292378644
7051908532,19814.69087169247
7051951456,29121.39166030257
7053060864,64119.47402869481
7052853623,7937.501123118644
7050675243,5419.4747043852085
7049655119,4286.302674364202
7053199313,17148.820669923884
7053161600,40176.1440243823
7053191181,32814.41311137373
7051949367,48738.78046966359
7052892304,13375.435007287353
7053132248,29069.488452497608
7051941317,5926.661425493553
7053106894,7116.732461971876
7053173502,6583.154533201916
7053532193,7599.189614840182
7050753403,9547.104848910867
7052666401,12622.511016799168
7053323702,28320.751803505646
7053201389,8548.607050015304
7049975799,7548.089625942878
7053200627,12648.592297889783
7049982959,16480.543494791218
7053493194,26747.70116576227
7051921104,14484.242527656537
7051272137,33320.39690006809
7053463030,45022.2262596689
7052755752,53657.45664684275
7053297976,70692.04860014576
7053442702,31021.671775119237
7052330215,11604.448139134307
7053457184,10009.037275923554
7053201496,30265.97246068774
7053162818,18804.910625009208
7052950862,6138.892365361037
7052649185,35223.56444471695
7052176205,3796.5188880076803
7051994978,15369.965912227999
7052964431,73439.09506039137
7053524714,22168.60621298064
7052815051,11785.10848375089
7049983725,22317.751308616866
7052655940,9440.192122442524
7053319786,8790.55518267351
7052390497,49273.2247663132
7053181373,20147.419689515224
7053494660,9755.831548976228
7051041424,23068.555457328774
7053540203,18331.357241318845
7052958838,12158.538752016153
7053175970,53666.86985254687
7053143315,10995.671696508281
7053144148,9046.13335236824
7053531167,16684.88264800088
7051930508,13647.749280890503
7053103012,10123.408356906017
7051816370,23332.03362755386
7046851233,56136.00551646888
7053199645,3934.644307186156
7052657201,35409.685293456925
7053380633,12273.139965517159
7053026635,11297.735350568853
7052088425,16533.023891805122
7051956809,14704.597887204169
7051991532,6443.573264081471
7052763888,32492.058963459953
7053112199,22155.127479006587
7053263178,29838.663687147317
7051899930,8904.910673977953
7053196894,15044.728403818852
7049577934,5714.023182005806
7051581601,13135.347924638216
7053112319,14540.936286846894
7053103078,4359.610804084432
7053202933,11191.039339641915
7048769003,16504.489916860304
7053157740,28394.120260003463
7051202865,44032.33304275035
7053170772,17654.47909209286
7053207826,8772.87270600867
7053063551,18731.954327010662
7052660771,23855.616084867273
7053100111,23969.256050008127
7053068896,12719.653543307848
7053386614,22020.66428122669
7053261344,9918.203460979401
7053029822,28010.81457744989
7053252225,51105.42343791357
7052717410,88169.70195274496
7052667313,11255.002049508268
7046580317,8097.322754135974
7053112088,16388.2814928651
7053513014,4169.691263182886
7053207706,30740.348298687386
7053520814,9922.170671352924
7052928378,27155.99101106268
7053398557,5072.863774662653
7053318939,86828.6208284681
7052650156,6991.438947549518
7053200035,2806.900473747109
7052799892,79015.08371331119
7052208109,58014.04583302664
7052229884,11443.85624529573
7047439655,27759.855754967404
7053030847,17578.22517795526
7052882836,14884.985203033315
7053219437,11303.3275356895
7050306761,13174.649318537182
7052660599,127651.67942496843
7053485560,26399.39085507762
7052918468,68225.58556024556
7052650153,15713.978597084419
7053480323,23943.35116754696
7053199706,12088.975131041278
7053187899,9711.580553566908
7053507520,23616.83953485528
7053175721,16172.059516241137
7053160757,5284.21550774359
7051522629,25014.20278882558
7053154587,32445.777688931328
7053318699,93542.58998885663
7053498671,14130.6366842795
7053127425,14639.266135802993
7053116401,11666.838068539399
7052788273,34533.15887931681
7053542593,9870.509361204848
7053201004,27504.16285375293
7052250289,15853.890957138858
7053379815,21383.856157944905
7053077180,25821.153166669767
7053146297,24660.162664875053
7053068485,51893.60072875715
7052755579,15882.010473862096
7053100073,78164.48741750784
7052829999,32810.544545575
7053319083,23170.08568637533
7053296136,58057.79210096212
7052867189,5972.818934094781
7051460290,14898.520747920758
7053158542,15430.899182004823
7053198683,8428.535397708632
7053207740,6986.012646141615
7053372449,17649.745123360786
7053199957,3220.144783697388
7052113383,25614.940503454316
7052562905,23731.98270141723
7053162207,63817.67215164882
7052885131,40143.2801275149
7053450838,12631.84894259391
7052644266,84421.7432980987
7051250338,6055.328974942256
7053200162,24289.762505530154
7053158586,20959.32234070045
7053278452,65712.89261781525
7050611767,38327.77444213753
7052854429,29034.763419377603
7053525477,17484.897051105127
7053170366,34037.94210653119
7053112294,14053.31792227132
7053207705,20228.596417805995
7053297723,11682.940111291346
7053063479,57205.781441921485
7052659752,24259.014128694173
7053528963,3770.657718655726
7053507870,61209.846278889374
7052658588,3515.6981446102127
7052781313,16830.432540012313
7052126569,8503.436742654818
7053436041,9294.753936611938
7053064006,44422.28068302495
7052154540,7759.212607648168
7053466305,23182.76684255195
7053206796,13792.225994918772
7053140099,14067.801418170526
7053368668,53504.96798405473
7053111523,26606.531523184047
7052780292,17566.192325919743
7053532304,21110.031736155364
7052439606,41565.28557263943
7052155059,14957.71336138627
7051813423,8277.935981993269
7052792816,28868.285258718282
7052565803,8334.015809373876
7053373449,4349.898145366737
7052785326,27905.56380157061
7052679014,15430.075091840694
7053540417,53053.11794484607
7053200781,8996.406466323724
7052659610,33338.31003689412
7053093937,17577.573745960115
7053458280,12398.404953837593
7051921284,39104.74709438043
7053201855,16718.705934545414
7053507244,13834.210185506941
7053077458,7113.696339645802
7053514704,29352.311503844314
7053273762,10140.800024584232
7053376389,7787.4915370699055
7053516362,6709.906094069719
7053198747,17223.774594800776
7052379990,16388.81638102597
7052710229,20077.216032045842
7051914852,124099.77418487404
7053206545,6211.137787302303
7051225761,40706.1358284135
7052856846,49830.66462433967
7052005028,34315.974646689276
7053034356,82200.04241090997
7053036682,39933.53943506264
7053191124,19753.619904958934
7053201538,27168.667270637307
7051759770,26490.812024468305
7053039347,7607.165359057179
7053273212,17838.004364023902
7052822283,17149.3921716498
7053159350,11850.42916859394
7053195299,13622.240812341664
7053114902,14279.710869158669
7053379674,6170.358777384958
7052651972,14918.040782719492
7052147992,13686.161398685137
7053147824,13780.911585161271
7053188603,8241.14222424446
7053513608,8028.589978491676
7053470467,8417.87035232817
7053100225,18875.55487182453
7053192290,249186.91157822325
7053192890,9234.845971637931
7053141994,19164.652639078275
7053127413,3901.253235759123
7053050870,69207.81853840257
7053165131,6344.168014059856
7053140044,14064.498182012165
7053200551,18171.359731993947
7053541257,10396.537308003284
7052754768,26415.934071104068
7052962350,8789.696996121345
7053141985,4618.838591690151
7052172191,31160.055556298426
7052641443,11390.56632027835
7053102507,29098.748215030235
7050390212,19290.308801240444
7051785078,32003.738078851497
7053199821,39539.688668755254
7050717219,19353.509323491904
7048069678,25383.0664669217
7053532154,15265.839282163814
7053146823,4285.051301979165
7052766775,20425.189513647503
7052753529,17650.087092877395
7052858017,6028.390420055946
7053219715,40717.74572267693
7053157765,71620.07293444972
7052762140,19631.723066605176
7053200301,34384.38254464019
7053001206,18937.80437753296
7053116196,23355.17048690352
7053169479,13872.171114843104
7053187364,21155.112124037743
7048752461,9395.004028310574
7053096635,11489.118182073582
7051877632,10686.055875625434
7053157817,76446.0770253002
7053111962,23205.211105164726
7051882562,8751.18160608703
7050463905,32340.28057620207
7052912483,28359.492815960424
7052788534,25417.5229471364
7052013842,33395.87145493589
7053114997,26360.29348204826
7053132004,9770.247657725766
7052785026,42477.161307977534
7053540665,14427.87423421806
7052680805,20397.294844684664
7053162983,10432.707418903143
7053480327,15511.418738298502
7052819837,9230.121982380737
7053468931,14443.937966080648
7053525514,10337.941648424689
7053415491,19535.09840565025
7053494590,23802.7738864215
7053380730,10543.880658159058
7053394553,14506.255397293604
7052000996,3961.182761876033
7053195053,16297.407793126626
7053250760,33824.08548398404
7052649335,23320.407152948657
7052927521,65236.555535933934
7053100252,71241.42579320149
7052685480,27638.94557047346
7052779998,18836.664180643686
7052887989,15465.349597367016
7051211911,101441.44169412089
7052912218,39904.61462822933
7053039506,156693.671754875
7052663298,49735.227829070776
7053065777,24310.4975325724
7053155117,74328.38775577908
7051222195,72587.90327627094
7052225681,91854.7776195902
7053199829,21043.580187886026
7052687413,10957.28637917191
7053371890,28724.619154967488
7053206981,31229.775281510818
7053115570,7804.915776378553
7051581711,3844.211412925657
7053037778,18930.634871630155
7053170885,18602.932498366445
7053170894,22887.357178212937
7053132053,9875.670442052671
7053057040,4575.080196886025
7052173534,7411.047883993691
7053114725,3042.2312544268925
7053460613,7298.55750154519
7051919666,36747.934354299636
7053527783,10180.821856687544
7053013952,8418.91565706006
7053016789,78074.17797193339
7052923559,100014.25003095368
7052928567,12796.76402406204
7053136914,11148.011915267905
7053450594,13737.41519346677
7052759149,14914.759185818912
7052018546,19458.2278361151
7053297196,12310.776834429287
7053379950,7888.958766286794
7053198453,14764.254175050803
7053200883,6792.648602841928
7053317417,16525.28310131846
7053442761,4330.983461101853
7053494213,48844.32171876366
7053158296,10378.337230703764
7050926251,21576.80316839379
7052927540,6679.2074688344155
7053510370,5787.762676908011
7053112340,8884.524559910642
7051373148,3709.9970172392977
7053061728,33968.67323276353
7052153035,6638.449994166329
7051416999,28333.268965065083
7052972976,15351.945913503443
7052981864,13367.28873293231
7053026157,9093.31949594569
7052374629,46685.04525479936
7052974516,31671.154385972943
7049601307,9548.650215915673
7053201117,7673.1649056833285
7053157308,28936.195450580148
7052685323,15075.573309106749
7053284787,19695.007856612654
7053162278,24188.34661326377
7052868654,9877.474037397793
7053067010,22855.89942070975
7052434668,11845.322603514394
7052165155,36830.678071976676
7052685566,13520.59480069306
7053540679,12510.458168567702
7053406481,11119.935609494534
7052975954,7421.059965164504
7052779160,7617.259324056874
7053188421,19959.91328798861
7053114652,5522.230278615211
7053398647,19693.351657272684
7053156133,46475.185151882746
7053123123,9242.794328320264
7053520817,10142.166384938859
7052559996,24438.01138361676
7053540649,3261.9447100518382
7053162187,15572.339804426269
7051256634,7390.023183887637
7053071223,6407.303972672775
7053061237,60458.64697484763
7053104895,13559.777264939055
7050625297,10398.492656144435
7052929010,14446.691831339578
7052353269,22913.557205922047
7053201713,13061.206293986059
7051970387,9302.762458259172
7052237749,31857.201028569874
7053496612,14996.71162280246
7053176572,44213.40805202818
7053199759,36275.703750094275
7053446845,27510.042290395115
7051814174,15556.324613503068
7053215704,15784.938285129576
7052715689,3612.1920220279667
7053201225,31072.44624547463
7052668921,15644.696760731955
7052663783,10787.060444682202
7053207970,10566.450174409481
7053199258,30990.316518999552
7052251163,11513.624165500949
7048132956,121675.07858280741
7048495092,4241.917460704298
7053207660,5875.8383266525325
7052855395,87084.13740187275
7053530954,6263.073629684017
7052819968,8861.89109840427
7052132517,13429.05713701009
7053098003,4151.780681872549
7053484834,7371.431535689207
7053258802,17708.31898251283
7053157429,3720.2856862074377
7052685142,8613.554188226139
7053185163,20705.313990127528
7053396440,16621.08942914101
7052857761,9227.388903102183
7052503600,14002.950154800137
7052657192,22457.72611158241
7053001847,27598.234353872907
7053427241,7185.3690053000355
7052219778,35057.03569848233
7053168181,23476.760482475685
7053528544,23863.93732276819
7051945345,17465.37839870072
7050548527,65194.11061068611
7053209610,8074.337078278647
7053192696,4921.226407387156
7053102040,9089.770308604131
7053191886,32154.98574555654
7051919821,38372.59520939281
7052800252,16317.987389021951
7052957561,8716.333843736815
7052660101,12750.221179176599
7051389337,40918.78119975614
7053188304,42379.22823922532
7052210469,31894.64509247738
7053199822,6730.791216429183
7053304380,42904.62390386247
7053466736,8086.641719327031
7053175180,66531.61632649467
7053039398,5150.382091657262
7053064999,70230.0174697722
7053196617,21611.232437103965
7053373995,4011.500173637075
7051685650,90008.86391497093
7053465639,22007.124222517745
7053201737,26270.07519773965
7053527820,11652.04789698277
7053192673,12816.90861660295
7053207672,7813.547444421942
7053529157,23033.50461322721
7049975066,62953.858472343636
7050463852,41805.64510802493
7052975148,72034.02900293669
7053202790,19455.876371331415
7053110311,4174.173018942275
7051712692,32635.735032698554
7053212859,45022.2262596689
7053199603,9485.730602914964
7050610741,11120.828255429806
7050405001,28255.3010529564
7052465420,31916.52272061543
7053141490,16767.15733881763
7053200320,10231.547707132331
7051724912,11184.833118351298
7052465621,10972.99443501275
7053240088,33091.05557330556
7053507325,10760.795392777347
7051784159,25308.94961905344
7053112305,10304.97391186291
7052778337,13034.922198455526
7053007926,42363.35571824965
7052313338,35084.021976206954
7053207675,13397.270002138435
7053196455,17657.476530080425
7053197731,7403.6649362146
7052655939,15537.639397733421
7052874428,2934.239658199123
7053141687,4966.438219985937
7052576524,19736.987534342097
7053141642,7254.42714928032
7053199041,28705.670639349733
7052896552,7236.116690892278
7053226937,16244.819253369438
7052201086,63537.38722357533
7052886778,32751.92582444238
7052912377,3689.478085129982
7052133161,7522.899478303795
7052776238,11654.881456712805
7053378395,11128.876053096126
7053141101,4032.2760282442077
7052873001,13086.899364902176
7052702561,32779.56044009269
7053021914,13921.287088836329
7053136670,31440.228618459176
7053525671,22949.36083384989
7053057667,52497.5608416743
7053154657,15261.421170960108
7053198904,7392.353661610568
7050730301,88543.88931832706
7052664057,12658.208540222473
7052657186,24973.099108760194
7052962627,107073.49278103391
7051725214,58064.91957207596
7053260701,22174.50939766909
7052918573,54175.95770107382
7052968670,101359.97325322383
7053436126,8792.560914903857
7052433464,16799.017064737138
7053163801,40670.141854069916
7052796230,9317.20618931799
7053162381,86766.91153665623
7053532185,4992.261676908766
7052898335,5748.879193585249
7053135305,8030.850774241208
7051241860,32154.98574555654
7051453543,16363.041042547888
7049744424,19110.019763793698
7050417759,46647.814590231144
7053151335,30632.3215810008
7051915626,41923.387687776245
7053200464,18713.48893009133
7053191884,23687.85121155735
7053112819,7898.104919713668
7053039860,30107.87982820376
7053288515,6113.631654549547
7053521521,17604.214770937593
7053062525,11445.116072562512
7053188837,25047.40330625305
7047240120,13925.914323790996
7052222693,44735.3063789038
7053154524,10940.98044628058
7052764856,11976.178570747736
7053152765,24489.50944598403
7053484083,22768.75807635045
7052870006,14166.685247350206
7051956573,55141.08484926083
7053123315,92163.19943902204
7053131438,29994.88248500579
7053301268,29637.747879337454
7053064065,2382.2295118635466
7053190591,4899.598704516583
7053199946,4376.012884846245
7052126564,9251.020411659549
7052796233,21795.895159711174
7053084190,10410.902148545809
7053229788,27041.826305931794
7052658737,34278.894746343634
7053130532,8504.337528264548
7053200580,18617.89237991787
7052971108,18377.871734999393
7051946064,24540.364861400005
7053207886,6836.610566212225
7051551767,21165.845553102805
7053067107,11247.905178319092
7053199190,28565.306988696964
7053507079,5949.6479854097315
7052648886,23798.077880411936
7053207625,12629.186534814355
7048090912,25452.061662074288
7053200522,16261.072262386853
7052660816,7093.956258081748
7051807282,18801.92519350476
7053208088,31801.88706502658
7053160609,16991.601082279172
7053064520,11994.631270264192
7051784452,80256.94754946842
7053070095,5635.531065284798
7053492654,19458.822699177206
7053457986,6673.648495139359
7052567251,19959.39619839507
7053484141,9957.301138612238
7052983944,4229.106333337821
7053303138,5623.511324036838
7053192420,98584.20406748328
7053118087,44827.44313627091
7052780132,3659.9456861320805
7053273262,55535.58067464406
7052657741,130190.99322783166
7053186419,9779.71296377439
7053273075,16356.108477743932
7052018762,26188.945854763388
7052158153,8221.989694087577
7053540194,12761.865442852188
7052726471,11612.036232904018
7052129236,32490.385448837675
7053208400,31021.671775119237
7053141183,19525.968808241436
7053103384,22891.437963616077
7052762623,14821.59089135978
7053303144,5074.885347688296
7052799966,7614.645003218257
7052873016,46332.02275879743
7053079214,17817.06284618673
7053084175,7122.488095260579
7053373787,11959.371178659527
7053531577,49135.307232313855
7053059488,24341.261990355742
7052643255,24909.697193247444
7052963287,113222.6080357945
7052653458,11016.20890378436
7053127589,13913.976742191024
7053141093,7297.9401070995755
7053207661,13792.93610907528
7053208467,20843.84207991764
7053170519,6873.088362151759
7053201508,3877.070775995607
7053217040,23831.321665432508
7053130362,50393.49500779052
7053103412,50833.76684437581
7053162173,19889.39376315166
7052914620,66577.68268623597
7053167307,15208.71229353781
7053284363,58298.786738156974
7051972270,40706.12268621894
7052677868,43223.91190532861
7052850549,14423.673483326262
7050282943,8194.998684086073
7053494202,16340.810395892651
7052999686,89289.92799793198
7053379586,33178.331353994006
7053450545,38880.51297396972
7052858732,10498.587418394882
7052765025,7839.310583952312
7053532105,37620.7920240884
7052672581,19868.98743052332
7050469556,16907.41459469436
7053118947,4836.305993054375
7053207755,32209.52000729047
7053492844,23189.199763401317
7051885078,19733.734438999618
7053176283,31938.535198731184
7053140888,23540.52747382327
7053154063,52587.70206614367
7052890447,54289.20536166064
7053250746,81217.40299702508
7053068050,206989.17124982714
7053258721,52661.17049137825
7053303614,38120.25528186088
7052659899,27874.497643100967
7052248581,39688.57679691558
7052210480,55416.263357475254
7053202537,5899.506444331412
7052772391,4903.054919912922
7052474563,21262.17558158709
7052161904,43216.47079619305
7053148104,23455.887625302366
7052758325,12878.10677842628
7053158050,17489.39520594543
7053136524,24859.566053420862
7053505587,25265.530621525293
7053141099,67073.64562475991
7053525563,5913.8519575185865
7053208364,6566.842951858326
7052928973,28369.40588445804
7053082744,11473.992376985483
7053099395,20904.699092409646
7053201631,18964.49646533392
7052657450,75065.1727694717
7053142281,8689.89379134345
7052559453,12139.862415791486
7052912448,8530.004883799249
7053063151,18037.037289222
7053492632,159466.44760926228
7052998151,38286.1912518841
7052754259,20990.562877601373
7052933332,20548.874708465497
7053117995,9649.593726800327
7053146592,17364.32092669028
7051195137,32858.15798656473
7053116548,4626.861095922878
7053170750,6925.849600419322
7052223929,37618.14275346582
7052874159,11196.550636116595
7052628607,8143.401487747955
7042392400,12994.384513499796
7053135179,9767.025596513924
7053321186,10565.891841361281
7051026427,21974.361754058413
7051319392,26166.582036388092
7053080091,12238.058548378172
7053106611,5788.429897842819
7053273624,6346.777761195973
7053199045,7463.634251909473
7051879992,59598.430078507125
7052392103,12837.840939110843
7053532277,9246.167270044227
7053147093,12758.922366147379
7051911031,23388.648916171194
7050472205,3969.5300794896675
7052385379,14251.018571932223
7053208100,8388.621901180748
7053157398,7918.7809232093205
7052851298,5220.133249240924
7053071693,7117.116474268816
7053318151,22537.05913301895
7053528537,9118.839346397015
7053176632,3816.726099970418
7053136708,6296.634325150156
7053128695,25176.151901843754
7053542707,23923.287421588764
7048234252,33041.01057508513
7047452250,29314.066400344076
7053501347,14550.35208240611
7052433495,22142.60194277717
7053199497,14604.75296958444
7053154776,8284.409245055012
7051997052,25203.80252949512
7053298734,3726.053211251163
7053199542,9803.414314727246
7053132585,71705.1222734527
7052821329,11915.917021104753
7051451034,39912.31359120841
7051414695,42531.22431773278
7053140010,14944.228967531517
7053201593,9981.283058437582
7053140377,28654.916696042445
7049516161,26733.42772359301
7053141892,12710.439358220236
7052980039,44422.28068302495
7052776553,14327.927967116073
7053170968,9452.152523628234
7053269237,7395.679920999858
7053399127,7151.020868015581
7053014651,6749.141447804334
7053146636,10546.942315370321
7053207640,41812.19770791058
7053506215,14985.580857835628
7053317315,30826.456539710896
7052858857,78176.52921928081
7052910324,140797.27973567575
7053200321,18762.80269295658
7053284402,21074.587174550343
7053399671,62682.18224082595
7053222499,48698.99515886371
7053099380,20824.994258888884
7053207063,26139.84211694526
7053258747,37005.220234473374
7053484728,51661.033714244564
7052925089,5677.248075127428
7052640423,6015.278176115575
7052886049,45932.20684818095
7053528718,6208.85983113893
7053435797,9979.32943982561
7052144514,29955.401645781298
7052129292,9713.97064881469
7053274934,23163.266437899623
7053492354,13328.750804077641
7053516416,4012.6855719339756
7053162453,6554.630371588081
7053284332,38726.58532951015
7053131532,19006.987095484896
7053540457,13555.45507724103
7052930833,20637.70492207178
7052868380,4906.798547360521
7052764068,8573.733931355675
7052126108,9714.904304029662
7053505831,28084.469111941304
7048562523,42546.40425893693
7052889539,18629.443921603102
7053489927,10100.371402918865
7052389716,5489.053992477031
7053382820,76965.59151848928
7052656770,27541.87546569966
7053088715,25682.414488804967
7051266433,31494.231897459544
7053063817,15245.039086084103
7052764574,9505.897096548882
7053200250,9365.692738930287
7051946231,7772.0958025835735
7053464182,39297.228633041224
7052651704,7968.716748191255
7053169748,7030.565014488048
7052126920,19177.5461132968
7053172943,53982.28069026602
7050238776,9176.120347336588
7051878352,13250.540755344678
7053488730,29945.2649778008
7052805370,46448.656974944875
7053209906,108875.34395029007
7051527165,20324.35387095547
7050751906,33793.5115492497
7053181702,23418.26680428011
7053200494,9819.868975942485
7053171060,10029.104947508631
7052855958,10279.38477976152
7053158132,11567.84103653439
7053018061,12297.277779835327
7053197253,22907.366675917146
7053168841,4937.005305156508
7053141748,7566.248914640193
7052561467,76485.89913606286
7053450832,98445.52325638616
7049875967,4435.69942558174
7052682404,15385.85172563191
7052680054,35601.71260259337
7053119546,11252.829646732323
7050129134,17344.760089638174
7053114722,89364.44796570059
7052119605,9818.00015760577
7052122706,9206.991874091153
7053083911,74132.88675220062
7053127584,22159.844059787134
7049151919,8582.27588825056
7053451563,7216.17480202625
7053304159,46609.128015041955
7052855134,44240.3460204714
7053484738,10042.677649880268
7053112818,8122.7305657441875
